Date,Open,High,Low,Close,Volume
2021-01-05,7.6,7.6,7.42,7.42,486000
2021-01-06,7.98,7.98,6.69,7.2,636000
2021-01-07,7.2,7.2,6.83,6.83,319000
2021-01-08,6.81,6.81,6.21,6.4,405000
2021-01-11,6.6,7.0,6.6,7.0,491000
2021-01-12,6.66,6.95,6.66,6.8,220000
2021-01-13,6.75,7.05,6.75,6.9,252000
2021-01-14,6.9,6.9,6.8,6.8,126000
2021-01-15,7.0,7.0,6.3,6.3,229000
2021-01-18,6.25,6.25,5.7,6.22,242000
2021-01-19,6.0,6.0,5.86,6.0,209000
2021-01-20,6.3,6.3,5.8,6.0,216000
2021-01-21,6.0,6.4,6.0,6.4,299000
2021-01-22,6.08,6.2,6.0,6.2,215000
2021-01-25,5.9,6.0,5.85,6.0,228000
2021-01-26,6.19,6.19,5.61,5.7,145000
2021-01-27,5.8,5.8,5.4,5.4,336000
2021-01-28,5.01,5.65,5.01,5.65,272000
2021-01-29,5.6,5.8,5.55,5.6,191000
2021-02-01,5.6,5.6,5.4,5.6,136000
2021-02-02,6.0,6.0,5.6,5.98,296000
2021-02-03,5.8,5.8,5.5,5.5,169000
2021-02-04,5.6,5.79,5.5,5.7,189000
2021-02-05,5.8,5.85,5.7,5.7,190000
2021-02-17,5.8,6.27,5.8,6.27,268000
2021-02-18,6.58,6.89,6.58,6.89,456000
2021-02-19,7.57,7.57,7.57,7.57,542000
2021-02-22,8.32,8.32,7.7,7.7,1362000
2021-02-23,7.32,7.8,7.23,7.8,393000
2021-02-24,8.2,8.2,7.5,7.5,417000
2021-02-25,7.5,7.75,7.5,7.75,208000
2021-02-26,7.31,7.62,7.31,7.62,144000
2021-03-02,7.98,7.98,7.34,7.4,107000
2021-03-03,7.2,7.4,7.2,7.4,99000
2021-03-04,7.3,7.3,7.1,7.2,85000
2021-03-05,7.01,7.28,7.01,7.28,87000
2021-03-08,7.28,7.5,7.0,7.27,160000
2021-03-09,7.02,7.15,7.02,7.15,41000
2021-03-10,7.15,7.15,7.07,7.1,21000
2021-03-11,6.95,7.0,6.95,7.0,108000
2021-03-12,6.9,6.9,6.71,6.76,84000
2021-03-15,6.71,7.0,6.71,7.0,164000
2021-03-16,7.0,7.3,7.0,7.3,249000
2021-03-17,7.3,7.3,7.16,7.16,339000
2021-03-18,7.38,7.38,7.24,7.24,125000
2021-03-19,7.34,7.5,7.22,7.5,337000
2021-03-22,7.6,8.0,7.6,8.0,574000
2021-03-23,8.1,8.21,7.7,7.8,604000
2021-03-24,7.9,7.91,7.6,7.7,174000
2021-03-25,7.7,7.7,7.56,7.56,233000
2021-03-26,7.6,7.7,7.6,7.6,349000
2021-03-29,7.6,7.6,7.26,7.26,180000
2021-03-30,7.3,7.98,7.01,7.98,338000
2021-03-31,8.77,8.77,8.77,8.77,1900000
2021-04-01,9.64,9.64,8.9,9.0,2186000
2021-04-06,9.4,9.4,8.8,8.85,562000
2021-04-07,8.4,8.7,8.25,8.7,423000
2021-04-08,8.8,8.8,8.18,8.18,444000
2021-04-09,8.2,8.5,8.2,8.5,383000
2021-04-12,8.55,8.55,8.05,8.05,356000
2021-04-13,8.0,8.3,8.0,8.0,512000
2021-04-14,8.0,8.2,7.85,8.2,206000
2021-04-15,8.16,8.16,8.15,8.16,111000
2021-04-16,8.2,8.2,8.0,8.1,211000
2021-04-19,8.0,8.05,7.9,7.9,315000
2021-04-20,7.88,7.88,7.68,7.75,308000
2021-04-21,7.86,8.52,7.86,8.52,476000
2021-04-22,8.74,9.0,8.0,8.46,755000
2021-04-23,8.3,8.5,8.22,8.5,262000
2021-04-26,9.35,9.35,8.8,8.8,521000
2021-04-27,8.95,8.95,8.6,8.79,248000
2021-04-28,9.0,9.0,8.51,8.51,299000
2021-04-29,8.5,8.8,8.45,8.8,232000
2021-05-03,8.75,8.75,8.0,8.0,285000
2021-05-04,7.95,7.95,7.26,7.45,208000
2021-05-05,7.4,8.0,7.4,7.66,166000
2021-05-06,7.66,7.8,7.66,7.68,89000
2021-05-07,8.0,8.0,7.99,8.0,261000
2021-05-10,7.56,7.9,7.56,7.88,27000
2021-05-11,7.57,8.0,7.57,7.59,156000
2021-05-12,7.4,7.4,6.84,7.0,256000
2021-05-13,6.31,7.3,6.31,7.2,137000
2021-05-14,7.5,7.5,6.62,7.0,81000
2021-05-17,6.34,6.6,6.3,6.3,270000
2021-05-18,6.35,6.87,6.35,6.7,88000
2021-05-19,6.11,6.66,6.11,6.51,61000
2021-05-20,6.8,7.16,6.8,7.16,380000
2021-05-21,7.4,7.4,6.9,6.98,76000
2021-05-24,7.0,7.0,6.97,6.99,65000
2021-05-25,7.2,7.2,7.0,7.0,57000
2021-05-26,6.53,7.36,6.53,7.36,28000
2021-05-27,7.5,7.5,6.71,6.98,37000
2021-05-28,7.29,7.29,7.0,7.2,164000
2021-05-31,7.49,7.49,6.81,7.0,52000
2021-06-01,7.12,7.25,7.0,7.02,50000
2021-06-02,7.02,7.45,7.02,7.45,16000
2021-06-03,7.4,7.4,7.03,7.4,33000
2021-06-04,7.06,7.29,7.0,7.29,47000
2021-06-07,6.85,6.86,6.85,6.86,39000
2021-06-08,7.1,7.2,7.1,7.12,258000
2021-06-09,7.15,7.15,7.0,7.15,131000
2021-06-10,6.81,7.35,6.81,7.35,316000
2021-06-11,7.35,7.8,7.35,7.6,309000
2021-06-15,7.65,7.65,7.35,7.36,61000
2021-06-16,7.36,7.36,7.35,7.35,88000
2021-06-17,7.49,7.49,7.35,7.35,5000
2021-06-18,7.5,7.7,7.4,7.7,141000
2021-06-21,7.68,7.68,7.45,7.45,152000
2021-06-22,7.45,7.5,7.45,7.5,123000
2021-06-23,7.57,7.63,7.57,7.63,83000
2021-06-24,7.63,7.75,7.55,7.75,101000
2021-06-25,8.33,8.33,7.8,8.0,201000
2021-06-28,7.9,8.01,7.9,8.01,177000
2021-06-29,8.01,8.5,8.01,8.5,567000
2021-06-30,8.7,8.7,8.41,8.41,288000
2021-07-01,8.6,8.6,8.38,8.6,475000
2021-07-02,8.6,9.0,8.6,9.0,969000
2021-07-05,9.9,9.9,9.3,9.55,902000
2021-07-06,9.8,10.5,9.8,10.5,2020000
2021-07-07,11.55,11.55,11.55,11.55,636000
2021-07-08,12.7,12.7,12.7,12.7,701000
2021-07-09,13.95,13.95,11.45,12.8,2958000
2021-07-12,13.1,13.7,13.1,13.4,1500000
2021-07-13,13.9,14.0,13.4,13.4,1065000
2021-07-14,13.45,13.45,12.1,12.5,552000
2021-07-15,11.55,12.5,11.55,12.5,450000
2021-07-16,11.85,13.0,11.85,13.0,310000
2021-07-19,13.0,13.0,13.0,13.0,281000
2021-07-20,13.0,13.0,12.55,12.65,249000
2021-07-21,12.65,13.0,12.65,13.0,469000
2021-07-22,12.6,13.5,12.6,13.5,647000
2021-07-23,13.75,14.5,13.75,14.5,856000
2021-07-26,14.6,15.95,14.6,15.95,1066000
2021-07-27,16.5,17.2,14.5,14.9,1801000
2021-07-28,14.9,15.3,13.6,15.3,561000
2021-07-29,15.3,16.8,15.3,16.8,505000
2021-07-30,18.2,18.2,16.35,17.0,734000
2021-08-02,17.0,17.9,17.0,17.3,307000
2021-08-03,18.0,18.0,16.1,17.0,263000
2021-08-04,17.0,17.0,16.25,16.25,284000
2021-08-05,16.2,16.2,15.75,16.0,294000
2021-08-06,16.0,16.0,14.8,14.8,323000
2021-08-09,15.0,15.0,13.4,13.4,324000
2021-08-10,13.4,13.4,12.4,12.4,578000
2021-08-11,12.4,13.6,12.35,13.6,294000
2021-08-12,14.6,14.9,13.9,14.3,481000
2021-08-13,14.2,14.5,13.75,14.5,158000
2021-08-16,15.95,15.95,14.4,14.95,201000
2021-08-17,14.5,14.85,14.5,14.75,87000
2021-08-18,14.1,14.9,14.0,14.9,156000
2021-08-19,14.5,14.5,13.8,14.1,72000
2021-08-20,13.9,13.9,12.75,13.05,188000
2021-08-23,13.3,14.35,13.3,14.35,359000
2021-08-24,14.35,14.35,12.95,13.7,375000
2021-08-25,13.4,13.85,13.4,13.7,86000
2021-08-26,14.0,14.0,13.1,13.25,73000
2021-08-27,13.25,13.65,13.25,13.65,48000
2021-08-30,13.5,13.7,13.5,13.7,36000
2021-08-31,12.9,13.9,12.9,13.85,76000
2021-09-01,13.95,14.3,13.95,14.3,307000
2021-09-02,14.5,14.5,14.1,14.1,75000
2021-09-03,14.1,14.3,14.1,14.2,150000
2021-09-06,14.2,14.2,13.7,13.75,36000
2021-09-07,13.05,13.75,13.05,13.45,29000
2021-09-08,13.9,13.9,13.1,13.4,83000
2021-09-09,13.2,13.9,13.2,13.9,102000
2021-09-10,13.8,13.8,13.1,13.75,121000
2021-09-13,13.6,13.6,13.3,13.3,78000
2021-09-14,13.3,13.7,13.3,13.6,94000
2021-09-15,13.4,13.4,13.4,13.4,18000
2021-09-16,13.4,13.4,13.2,13.2,69000
2021-09-17,13.5,13.5,12.9,13.0,111000
2021-09-22,13.0,13.0,12.5,12.5,133000
2021-09-23,12.6,13.0,12.6,12.85,60000
2021-09-24,12.5,12.9,12.5,12.8,121000
2021-09-27,12.5,13.0,12.3,13.0,154000
2021-09-28,13.0,13.0,12.65,13.0,68000
2021-09-29,12.95,12.95,12.85,12.85,56000
2021-09-30,12.8,13.1,12.8,13.1,66000
2021-10-01,13.1,13.1,12.8,12.8,64000
2021-10-04,12.8,12.8,12.25,12.25,85000
2021-10-05,12.2,12.2,11.9,11.9,125000
2021-10-06,11.9,12.0,11.75,11.75,98000
2021-10-07,12.9,12.9,12.1,12.4,152000
2021-10-08,12.2,12.45,12.2,12.2,58000
2021-10-12,12.05,12.1,11.7,11.7,55000
2021-10-13,11.35,11.4,11.3,11.3,134000
2021-10-14,11.25,11.35,11.25,11.35,87000
2021-10-15,11.95,12.0,11.95,12.0,144000
2021-10-18,11.4,11.45,11.4,11.45,32000
2021-10-19,11.45,11.6,11.45,11.6,71000
2021-10-20,11.35,11.9,11.35,11.8,8000
2021-10-21,11.95,11.95,11.5,11.5,23000
2021-10-22,11.45,11.45,11.35,11.4,31000
2021-10-25,11.5,11.6,11.5,11.6,55000
2021-10-26,11.8,12.4,11.75,12.4,197000
2021-10-27,12.3,13.3,12.3,12.5,59000
2021-10-28,12.3,12.75,12.3,12.45,68000
2021-10-29,12.2,12.5,11.7,11.9,28000
2021-11-01,11.7,12.25,11.7,12.0,37000
2021-11-02,12.0,12.25,12.0,12.05,19000
2021-11-03,12.4,12.4,12.0,12.05,41000
2021-11-04,12.2,12.25,12.0,12.2,77000
2021-11-05,12.5,12.6,12.5,12.5,83000
2021-11-08,12.5,12.5,12.2,12.2,54000
2021-11-09,12.4,12.5,12.4,12.5,60000
2021-11-10,12.3,12.45,12.25,12.45,11000
2021-11-11,12.2,12.2,12.15,12.2,25000
2021-11-12,12.2,12.2,11.95,11.95,74000
2021-11-15,11.95,11.95,11.5,11.5,118000
2021-11-16,11.5,11.5,11.35,11.35,136000
2021-11-17,11.35,11.35,11.05,11.3,145000
2021-11-18,11.3,11.3,11.05,11.2,238000
2021-11-19,11.2,11.2,11.2,11.2,140000
2021-11-22,11.2,11.25,11.2,11.25,110000
2021-11-23,11.35,12.35,11.35,12.35,152000
2021-11-24,13.55,13.55,13.3,13.3,806000
2021-11-25,12.7,13.3,12.5,12.9,186000
2021-11-26,12.9,13.5,12.5,13.3,149000
2021-11-29,13.3,13.3,12.3,13.0,121000
2021-11-30,13.0,13.0,13.0,13.0,122000
2021-12-01,12.95,13.0,12.65,12.9,34000
2021-12-02,13.0,13.0,12.85,12.85,66000
2021-12-03,13.0,13.0,12.75,12.75,37000
2021-12-06,12.85,12.85,12.7,12.7,45000
2021-12-07,12.7,12.7,12.5,12.6,89000
2021-12-08,12.7,12.75,12.5,12.7,87000
2021-12-09,12.7,12.7,12.65,12.65,38000
2021-12-10,12.6,12.6,12.5,12.5,36000
2021-12-13,12.2,12.2,11.25,12.0,262000
2021-12-14,11.95,12.2,11.75,12.2,152000
2021-12-15,12.0,12.0,11.9,11.9,54000
2021-12-16,11.8,11.9,11.75,11.9,54000
2021-12-17,11.85,11.85,11.8,11.8,117000
2021-12-20,11.7,11.7,11.5,11.6,62000
2021-12-21,12.0,12.0,11.9,11.9,13000
2021-12-22,11.9,12.0,11.9,11.9,11000
2021-12-23,11.9,11.9,11.8,11.8,19000
2021-12-24,11.8,12.0,11.55,12.0,41000
2021-12-27,12.0,12.5,12.0,12.1,56000
2021-12-28,12.1,12.1,12.0,12.0,28000
2021-12-29,12.0,12.65,12.0,12.3,55000
2021-12-30,12.3,12.3,12.2,12.25,27000
2022-01-03,12.25,12.25,12.2,12.25,30000
2022-01-04,12.45,12.5,12.0,12.05,91000
2022-01-05,12.3,12.3,12.1,12.3,62000
2022-01-06,12.0,12.5,12.0,12.15,22000
2022-01-07,12.15,12.3,12.05,12.2,36000
2022-01-10,12.0,12.2,11.8,12.1,57000
2022-01-11,12.1,12.1,11.6,11.7,24000
2022-01-12,11.7,12.0,11.7,12.0,24000
2022-01-13,11.9,11.9,11.6,11.6,57000
2022-01-14,11.65,11.9,11.6,11.65,100000
2022-01-17,12.0,12.0,11.6,11.6,56000
2022-01-18,11.8,11.8,11.3,11.4,47000
2022-01-19,11.7,11.75,11.7,11.7,70000
2022-01-20,11.9,11.9,11.85,11.85,4000
2022-01-21,11.55,11.6,11.55,11.6,13000
2022-01-24,11.65,11.65,11.3,11.3,23000
2022-01-25,11.3,11.4,11.2,11.2,89000
2022-01-26,11.15,11.35,11.15,11.35,52000
2022-02-07,11.35,11.65,11.35,11.65,21000
2022-02-08,11.65,11.65,11.3,11.45,32000
2022-02-09,11.55,11.65,11.55,11.65,22000
2022-02-10,11.3,11.65,11.3,11.65,12000
2022-02-11,11.65,11.65,11.4,11.4,28000
2022-02-14,11.55,11.55,11.4,11.4,11000
2022-02-15,11.45,11.5,11.25,11.25,16000
2022-02-16,11.1,11.5,11.1,11.45,59000
2022-02-17,11.3,11.3,11.25,11.25,40000
2022-02-18,11.3,11.3,11.3,11.3,34000
2022-02-21,11.4,11.4,11.4,11.4,9000
2022-02-22,11.4,11.4,10.55,10.6,159000
2022-02-23,10.6,10.6,9.54,9.54,304000
2022-02-24,8.59,8.59,8.59,8.59,740000
2022-02-25,8.69,8.7,7.74,7.74,464000
2022-03-01,8.2,8.2,7.74,8.09,252000
2022-03-02,8.1,8.89,8.1,8.89,398000
2022-03-03,8.64,8.64,8.25,8.3,221000
2022-03-04,8.29,8.59,8.29,8.49,106000
2022-03-07,8.22,8.22,8.21,8.21,47000
2022-03-08,8.21,8.21,7.83,7.83,77000
2022-03-09,7.83,8.15,7.83,8.15,98000
2022-03-10,8.14,8.14,8.1,8.1,135000
2022-03-11,8.1,8.2,8.1,8.1,48000
2022-03-14,8.1,8.2,8.1,8.12,90000
2022-03-15,8.12,8.12,8.0,8.0,28000
2022-03-16,8.0,8.0,7.88,7.88,48000
2022-03-17,7.88,8.0,7.88,7.88,101000
2022-03-18,7.88,7.9,7.88,7.89,47000
2022-03-21,7.89,8.0,7.89,7.95,59000
2022-03-22,7.95,8.2,7.95,8.19,41000
2022-03-23,8.21,8.28,8.21,8.25,66000
2022-03-24,8.26,8.5,8.26,8.5,65000
2022-03-25,8.5,8.7,8.45,8.45,183000
2022-03-28,8.47,8.64,8.45,8.45,57000
2022-03-29,8.45,8.65,8.45,8.64,59000
2022-03-30,8.64,8.9,8.64,8.9,165000
2022-03-31,8.9,8.95,8.89,8.89,31000
2022-04-01,8.89,8.9,8.88,8.9,24000
2022-04-06,8.9,8.9,8.85,8.85,53000
2022-04-07,8.85,8.85,8.6,8.6,19000
2022-04-08,8.6,8.65,8.55,8.6,43000
2022-04-11,8.56,8.56,8.3,8.3,38000
2022-04-12,8.3,8.3,8.02,8.05,57000
2022-04-13,8.05,8.1,8.05,8.1,40000
2022-04-14,8.1,8.1,8.01,8.03,27000
2022-04-15,8.03,8.09,8.03,8.09,16000
2022-04-18,8.1,8.1,7.99,8.1,31000
2022-04-19,8.1,8.81,8.1,8.2,21000
2022-04-20,8.5,8.5,8.31,8.31,44000
2022-04-21,8.31,8.31,8.2,8.3,3000
2022-04-22,8.3,8.3,8.01,8.2,11000
2022-04-25,8.18,8.18,7.82,7.82,35000
2022-04-26,7.82,7.83,7.75,7.8,43000
2022-04-27,7.8,7.8,7.71,7.74,38000
2022-04-28,7.74,7.75,7.71,7.71,52000
2022-04-29,7.71,7.75,7.71,7.75,15000
2022-05-03,7.75,7.99,7.31,7.6,29000
2022-05-04,7.6,7.65,7.4,7.5,60000
2022-05-05,7.45,7.5,7.4,7.5,78000
2022-05-06,7.4,7.45,7.32,7.45,50000
2022-05-09,7.5,8.13,7.45,7.91,63000
2022-05-10,7.86,7.89,7.45,7.89,52000
2022-05-11,7.85,7.85,7.5,7.85,34000
2022-05-12,7.7,7.9,7.6,7.85,80000
2022-05-13,7.8,7.8,7.5,7.8,47000
2022-05-16,7.7,7.7,7.6,7.68,33000
2022-05-17,7.6,7.7,7.6,7.7,72000
2022-05-18,7.71,7.71,7.61,7.71,34000
2022-05-19,7.71,7.8,7.71,7.71,10000
2022-05-20,7.72,7.72,7.61,7.7,45000
2022-05-23,7.7,7.79,7.6,7.61,35000
2022-05-24,8.32,8.32,7.5,7.6,92000
2022-05-25,7.6,7.8,7.6,7.6,73000
2022-05-26,7.6,7.8,7.6,7.8,72000
2022-05-27,7.8,7.99,7.8,7.8,41000
2022-05-30,7.8,7.84,7.8,7.84,51000
2022-05-31,7.84,8.17,7.84,8.15,59000
2022-06-01,8.2,8.9,8.2,8.9,80000
2022-06-02,9.41,9.41,8.5,8.5,223000
2022-06-06,8.5,8.96,8.5,8.95,87000
2022-06-07,9.25,9.25,9.0,9.1,84000
2022-06-08,9.05,9.05,8.96,8.96,43000
2022-06-09,9.2,9.2,9.0,9.0,125000
2022-06-10,9.0,9.0,8.98,8.98,22000
2022-06-13,8.98,8.98,8.53,8.69,84000
2022-06-14,8.69,8.82,8.51,8.82,13000
