Date,Open,High,Low,Close,Volume
2021-01-05,277.5,282.5,276.0,277.5,1519000
2021-01-06,280.0,282.0,269.5,271.5,1032000
2021-01-07,277.5,294.0,269.0,286.0,3700000
2021-01-08,290.5,294.5,277.5,282.5,3360000
2021-01-11,282.5,288.0,278.5,282.5,1879000
2021-01-12,282.5,285.5,278.0,278.0,1233000
2021-01-13,278.5,291.5,278.5,291.5,3074000
2021-01-14,290.0,290.0,280.5,283.0,2722000
2021-01-15,309.5,309.5,283.0,283.0,6791000
2021-01-18,285.0,303.0,282.5,300.0,5186000
2021-01-19,305.0,309.5,293.5,299.5,4364000
2021-01-20,300.5,313.0,297.5,308.0,7749000
2021-01-21,315.5,338.5,315.5,338.5,10663000
2021-01-22,350.0,372.0,345.0,359.5,15737000
2021-01-25,364.0,371.0,352.5,369.5,7020000
2021-01-26,377.0,383.5,337.0,347.5,9306000
2021-01-27,353.0,371.0,349.0,371.0,8904000
2021-01-28,351.0,364.5,349.0,349.0,6257000
2021-01-29,358.0,360.5,339.0,348.0,3805000
2021-02-01,348.0,352.5,325.0,332.0,4320000
2021-02-02,339.0,354.5,335.0,345.5,4302000
2021-02-03,345.5,352.0,334.0,340.0,2901000
2021-02-04,340.0,343.0,333.0,335.0,1878000
2021-02-05,340.5,340.5,334.0,334.0,1405000
2021-02-17,348.0,361.5,339.5,355.5,3435000
2021-02-18,354.0,358.5,348.0,355.0,1687000
2021-02-19,352.5,360.0,350.0,350.5,1539000
2021-02-22,356.0,364.5,352.5,352.5,2020000
2021-02-23,352.0,352.0,343.0,347.5,1509000
2021-02-24,344.0,360.0,342.0,349.5,2252000
2021-02-25,360.0,378.0,354.0,372.5,8885000
2021-02-26,353.0,362.0,351.0,352.5,4650000
2021-03-02,360.0,363.0,335.5,335.5,3604000
2021-03-03,338.0,343.0,323.5,343.0,2426000
2021-03-04,338.5,342.0,330.0,330.5,1448000
2021-03-05,323.0,328.0,318.0,318.0,1773000
2021-03-08,330.0,330.0,309.5,310.0,1419000
2021-03-09,313.5,316.0,299.0,299.0,1964000
2021-03-10,307.0,319.5,306.0,313.0,2273000
2021-03-11,317.0,326.0,315.5,320.0,1937000
2021-03-12,325.0,330.0,316.0,317.0,1313000
2021-03-15,318.0,322.0,315.0,320.0,815000
2021-03-16,322.0,327.5,321.0,324.5,933000
2021-03-17,324.5,329.5,323.0,324.0,934000
2021-03-18,325.0,328.0,320.5,322.0,674000
2021-03-19,318.0,320.0,312.0,313.0,1107000
2021-03-22,314.0,315.0,305.0,314.5,798000
2021-03-23,319.5,325.0,314.0,315.0,1029000
2021-03-24,319.0,323.5,313.0,321.5,1190000
2021-03-25,322.0,323.5,316.0,317.5,839000
2021-03-26,322.5,341.0,321.0,338.5,2997000
2021-03-29,349.0,351.0,334.5,335.0,2090000
2021-03-30,340.5,340.5,330.5,331.5,803000
2021-03-31,333.0,334.5,325.0,326.0,835000
2021-04-01,333.0,344.0,331.0,337.5,2372000
2021-04-06,348.5,360.0,342.0,358.0,3837000
2021-04-07,358.5,375.0,354.0,369.5,5874000
2021-04-08,370.0,370.5,361.0,366.0,1952000
2021-04-09,370.5,375.5,360.0,360.5,2614000
2021-04-12,368.0,373.5,360.0,363.0,2345000
2021-04-13,369.0,374.0,351.0,351.0,2404000
2021-04-14,355.0,356.0,331.0,345.5,2604000
2021-04-15,345.0,354.0,338.0,354.0,1382000
2021-04-16,351.0,352.0,340.0,342.0,1908000
2021-04-19,339.5,342.5,333.5,334.5,1159000
2021-04-20,334.0,342.5,332.0,340.0,814000
2021-04-21,338.0,339.0,332.5,333.0,730000
2021-04-22,339.0,339.5,319.5,319.5,1797000
2021-04-23,320.5,328.0,320.0,322.5,1202000
2021-04-26,325.5,326.5,320.0,323.0,877000
2021-04-27,325.0,326.0,320.5,322.0,724000
2021-04-28,325.0,325.0,317.0,317.5,944000
2021-04-29,319.5,326.5,318.0,318.5,944000
2021-05-03,318.0,318.0,303.0,303.5,1255000
2021-05-04,303.5,306.5,280.5,284.0,2272000
2021-05-05,289.5,294.5,282.0,284.0,1188000
2021-05-06,290.0,290.0,280.5,285.5,677000
2021-05-07,286.0,307.5,286.0,307.5,1376000
