Date,Open,High,Low,Close,Volume
2021-01-05,96.0,98.0,95.1,97.0,702000
2021-01-06,96.5,97.0,90.5,97.0,1539000
2021-01-07,97.5,106.5,94.1,106.5,2181000
2021-01-08,106.5,117.0,101.0,117.0,3761000
2021-01-11,114.0,125.0,109.0,123.0,2892000
2021-01-12,118.0,121.5,112.0,119.0,2290000
2021-01-13,116.5,119.0,112.5,113.0,1109000
2021-01-14,114.0,114.0,107.0,110.0,1198000
2021-01-15,109.5,112.0,99.9,102.0,1876000
2021-01-18,102.0,112.0,100.0,108.0,2523000
2021-01-19,108.0,109.0,99.0,101.0,2055000
2021-01-20,101.0,101.5,90.9,94.6,2018000
2021-01-21,95.0,98.9,93.0,95.3,717000
2021-01-22,95.5,99.4,95.1,98.5,490000
2021-01-25,97.0,102.0,97.0,100.0,606000
2021-01-26,101.5,101.5,95.5,96.5,614000
2021-01-27,97.2,97.8,95.8,96.3,319000
2021-01-28,96.0,96.0,93.2,94.5,314000
2021-01-29,94.9,99.4,93.9,95.6,510000
2021-02-01,95.6,95.6,92.1,93.5,258000
2021-02-02,93.2,99.0,93.2,96.6,432000
2021-02-03,97.0,99.5,95.2,95.6,298000
2021-02-04,95.2,99.5,95.1,98.0,409000
2021-02-05,99.5,103.5,98.7,100.0,875000
2021-02-17,101.0,107.5,101.0,107.5,1058000
2021-02-18,110.0,118.0,108.0,118.0,1622000
2021-02-19,118.0,121.5,113.0,113.5,1999000
2021-02-22,114.5,114.5,108.0,109.5,978000
2021-02-23,108.0,109.0,104.0,105.0,957000
2021-02-24,106.0,109.0,105.0,106.0,687000
2021-02-25,107.0,116.0,107.0,115.0,1235000
2021-02-26,110.0,115.5,109.0,111.5,690000
2021-03-02,112.5,113.0,107.0,107.0,650000
2021-03-03,106.0,107.5,100.0,104.0,809000
2021-03-04,103.0,103.5,101.0,101.5,317000
2021-03-05,99.8,102.5,98.8,102.5,294000
2021-03-08,105.0,105.0,100.0,100.0,323000
2021-03-09,100.0,105.5,99.1,105.0,454000
2021-03-10,106.0,113.0,105.5,111.0,705000
2021-03-11,112.5,113.0,109.0,111.5,492000
2021-03-12,112.5,122.5,110.0,122.5,3376000
2021-03-15,125.0,134.5,125.0,134.5,2691000
2021-03-16,138.5,140.5,130.5,139.5,2822000
2021-03-17,139.5,141.0,129.0,139.5,2210000
2021-03-18,138.0,142.0,134.0,138.0,1679000
2021-03-19,134.0,137.5,132.5,135.5,1151000
2021-03-22,137.0,145.5,131.5,139.5,1899000
2021-03-23,143.5,148.5,138.5,147.0,2259000
2021-03-24,145.5,147.5,140.0,140.0,1144000
2021-03-25,138.5,140.5,134.0,134.0,918000
2021-03-26,136.0,147.0,135.5,147.0,1583000
2021-03-29,147.0,152.5,142.0,146.5,1598000
2021-03-30,146.0,161.0,146.0,161.0,1489000
2021-03-31,177.0,177.0,168.0,177.0,3297000
2021-04-01,178.0,194.5,172.0,194.5,2480000
