Date,Open,High,Low,Close,Volume
2021-01-05,314.66895682559147,315.8917636526339,312.22334317150654,315.4841613769531,3784112
2021-01-06,315.4841825917751,333.41868392774165,315.4841825917751,328.93505859375,7341079
2021-01-07,332.19586937994904,335.8642900234086,328.5274487364895,330.5654602050781,4540279
2021-01-08,326.8970527648926,330.1578712463379,318.7450065612793,326.08184814453125,3597574
2021-01-11,326.89703326705984,352.16837499094726,326.89703326705984,351.7607727050781,8345141
2021-01-12,354.2063824042695,363.5812348729671,344.83152993557195,349.3151550292969,6153827
2021-01-13,355.429210739993,366.43447299914413,354.61400612820404,362.76605224609375,5927695
2021-01-14,362.76605224609375,371.325700669878,357.8748245753599,362.76605224609375,4490073
2021-01-15,368.4725039370425,371.32572022859046,360.32045738976285,361.95086669921875,3878342
2021-01-18,365.2116408904303,367.6572545571073,350.53795889036843,359.9128112792969,5117873
2021-01-19,362.7660524413022,387.22219080813153,361.13564321684686,382.3309631347656,5277906
2021-01-20,380.2929272112902,394.15140473024394,376.62450669156715,385.9993591308594,5637367
2021-01-21,388.852576481038,408.4174859895179,388.852576481038,405.56427001953125,7108642
2021-01-22,401.08067321777344,417.384765625,399.4502639770508,404.34149169921875,4069352
2021-01-25,404.3414782801418,414.1239333998227,397.8198415336879,402.303466796875,3292493
2021-01-26,407.6022783915202,410.04789206186933,389.6677781422933,391.2981872558594,4002481
2021-01-27,398.635067033179,407.6023180298354,388.85261140046293,396.189453125,5184397
2021-01-28,388.0373690287272,401.4882442156474,388.0373690287272,391.2981872558594,4994500
2021-01-29,391.7058139940433,395.3742347286389,368.06488037109375,368.06488037109375,8082995
2021-02-01,367.24965571336116,382.3309401322228,364.804042023816,380.7005310058594,3617151
2021-02-02,387.2221871530367,394.1514262915647,379.8853457122423,392.9286193847656,4186520
2021-02-03,400.2654497541892,407.60229099204605,397.00463142625284,405.15667724609375,6377079
2021-02-04,405.15667045729356,405.15667045729356,387.2221699541538,388.4449768066406,5409910
2021-02-05,396.18943425958804,411.6783216071851,392.92861587062026,403.5262756347656,5657105
2021-02-17,415.7543299406478,427.1671938998028,412.49351166660347,419.8303527832031,5935038
2021-02-18,421.46079261674447,421.46079261674447,410.04792782634905,413.3087463378906,3033233
2021-02-19,405.9718778664284,409.23269616254424,397.81983212613864,402.7110595703125,4215872
2021-02-22,405.56430836212945,406.78711532201527,395.37425036308093,397.4122619628906,3684628
2021-02-23,393.74382398929833,394.55902859383104,383.14616413037317,392.9286193847656,5234479
2021-02-24,390.48299021700933,398.2274336555513,385.59176278214073,389.66778564453125,2870806
2021-02-25,397.0046713806216,398.6350807086734,389.6678294043883,391.7058410644531,2416542
2021-02-26,383.1461559793223,385.18416744729745,374.9941101074219,374.9941101074219,4825499
2021-03-02,384.36897078092517,389.66780070685525,379.4777431569898,379.8853454589844,3565299
2021-03-03,383.1461696315456,384.3689765559016,370.91810038798565,377.0321350097656,3553019
2021-03-04,375.8093221706814,378.66253828260636,359.91283240424264,366.8420715332031,5565681
2021-03-05,363.58124398301186,374.58650585245283,359.09761877694336,373.77130126953125,4563416
2021-03-08,379.4777667758701,382.330983067418,361.1356620444908,361.95086669921875,5057225
2021-03-09,359.5052258697297,364.3964534325832,350.5379753378317,351.3531799316406,4767038
2021-03-10,356.2443998482156,357.87480900083904,351.3531723903454,352.98358154296875,2854365
2021-03-11,352.9836154972111,362.3584690265828,352.1684108424831,361.95086669921875,3177625
2021-03-12,366.0268880897996,370.10291134247,360.3204555360611,360.7280578613281,2622450
2021-03-15,360.72800631976236,365.21163125707017,358.68999498462244,360.3204040527344,1644276
2021-03-16,365.2116245506084,370.9180561842117,363.173613252893,368.4724426269531,3522699
2021-03-17,371.7333337644867,375.80935716102715,367.6573103679463,369.2877197265625,3790790
2021-03-18,373.77131654481633,381.5157603990709,372.5485096204603,377.0321350097656,3557271
2021-03-19,373.36370655740865,373.36370655740865,365.61926286244056,372.1408996582031,3221559
2021-03-22,372.1409091949463,375.80932998657227,367.2496814727783,371.7333068847656,1869078
2021-03-23,372.54849439514896,379.0701310585213,372.54849439514896,373.77130126953125,2171770
2021-03-24,370.91807733188017,374.17889559413845,367.6572590696219,368.88006591796875,1776636
2021-03-25,366.84206260362237,380.70054052420363,365.619255728277,380.2929382324219,3060187
2021-03-26,383.5537794367079,395.7818489192809,381.515767856279,394.9666442871094,5649384
2021-03-29,400.26547051060555,403.526289007637,395.78184507718737,399.04266357421875,3190026
2021-03-30,404.74910155520496,410.0479316863406,399.857873741849,409.23272705078125,5458026
2021-03-31,409.23269616254424,409.23269616254424,401.48825270926903,402.7110595703125,2344252
2021-04-01,404.3414839764031,407.19470009317206,393.7438241141183,399.45025634765625,2375181
2021-04-07,407.60231018066406,411.6783332824707,402.7110824584961,410.8631286621094,2246689
2021-04-08,403.52629460186597,413.3087502285779,403.52629460186597,409.23272705078125,1987216
2021-04-09,414.1239510270541,416.5695649110721,405.564302432991,406.787109375,2158746
2021-04-12,411.67834725651716,411.67834725651716,392.9286403517649,393.33624267578125,3082182
2021-04-13,396.1894151030994,410.8630971439549,395.7818128241868,397.81982421875,3357121
2021-04-14,403.93386089382454,413.30871336663785,395.3742129838646,405.56427001953125,4186594
2021-04-15,405.15668115234377,408.41749951171874,400.26545361328124,407.602294921875,2117755
2021-04-16,405.564302432991,409.23272325901803,401.89588160696394,406.787109375,2380524
2021-04-19,406.78709033203126,411.6783178710937,402.7110673828125,407.602294921875,2282745
2021-04-20,407.60229129602413,412.49351879157643,404.34147296565595,411.6783142089844,2334216
2021-04-21,415.75434258643617,423.90638851950354,400.67305761026154,402.303466796875,4597041
2021-04-22,404.3414765625,411.6783178710937,403.1186696777344,407.602294921875,3322527
2021-04-23,407.60232855589175,423.0912170410156,405.15671458455637,423.0912170410156,4412440
2021-04-26,432.8736457680756,445.1017148575693,419.0151674666495,432.0584411621094,5495481
2021-04-27,435.31924830601866,446.73211249381694,433.68883913633323,437.7648620605469,4116523
2021-04-28,435.3192294095972,441.84086580524655,430.42800211286016,438.5800476074219,2755119
2021-04-29,436.13445654847567,441.025684098552,433.68884277343744,433.6888427734375,2306368
2021-05-03,430.4280589550217,439.3953101832513,423.0912170410156,423.0912170410156,2713457
2021-05-04,423.90640650040064,427.16722501194215,399.45026766383904,413.3087463378906,3816704
2021-05-05,414.1239510270541,419.01517879509015,406.787109375,406.787109375,2444864
2021-05-06,410.8631099232456,424.72158783732334,406.37948471574987,418.199951171875,3521079
2021-05-07,416.5695458937061,423.9063872108164,414.939136712126,420.64556884765625,1867965
2021-05-10,421.46078872680664,424.72160720825195,407.60231018066406,410.8631286621094,1482984
2021-05-11,401.89587783813477,405.1566963195801,370.10289764404297,371.7333068847656,4630112
2021-05-12,370.9181181881406,374.1789368095748,334.6415110246851,355.4292297363281,5596868
2021-05-13,357.8748116106886,376.6245170025926,343.2011291300681,367.2496643066406,5390137
2021-05-14,367.65727806724976,379.8853471825685,366.0268688518739,368.06488037109375,3119881
2021-05-17,358.6900425065771,374.5865330267549,350.5379960859731,358.2824401855469,2491510
2021-05-18,363.5812389617271,392.11339896993434,363.5812389617271,383.1461486816406,3879273
2021-05-19,377.43971790100164,387.2221727926043,369.69527444514955,371.32568359375,2505488
2021-05-20,373.77131066216367,374.1789129638672,362.76604851616753,366.8420715332031,1916395
2021-05-21,374.994119536441,374.994119536441,361.1356412057465,368.06488037109375,2237900
2021-05-24,366.8420545040573,373.77129331135615,359.50521341397615,368.88006591796875,1929683
2021-05-25,372.5485077880339,386.81458850201767,370.10289395135095,382.3309631347656,3921074
2021-05-26,382.330954051779,401.8958642804414,379.4777379767657,395.7818298339844,3891952
2021-05-27,394.55903814080057,399.04266357421875,388.85260577099564,399.04266357421875,4863177
2021-05-28,397.00463142625284,409.23270015601423,397.00463142625284,405.15667724609375,2194376
2021-05-31,406.787109375,410.86313251503003,399.4502677229459,406.787109375,2209848
2021-06-01,408.41747703099907,414.9391133907755,407.60227248602706,412.4934997558594,1711489
2021-06-02,415.75435044685435,415.75435044685435,399.85786057682753,400.6730651855469,2173089
2021-06-03,401.080658203125,410.04790869140623,401.080658203125,407.602294921875,1426126
2021-06-04,403.52629460186597,410.0479316863406,403.1186922840863,409.23272705078125,755454
2021-06-07,409.2327194213867,414.1239471435547,394.15143394470215,410.8631286621094,1787337
2021-06-08,415.75436413525586,417.3847734063745,408.4175224152219,409.23272705078125,1034218
2021-06-09,409.2326905523712,412.49350880378455,404.34146317525125,405.56427001953125,1450902
2021-06-10,409.23270457659584,424.7215918016064,408.41749998580576,420.64556884765625,2611333
2021-06-11,423.90638325414227,423.90638325414227,418.199951171875,418.199951171875,983685
2021-06-15,421.4607658828087,430.4280162207408,420.64556130663306,422.2759704589844,1702677
2021-06-16,422.2759780292363,426.3520009831865,417.3847504844961,420.64556884765625,1205067
2021-06-17,416.56957978412134,426.35203566946274,414.93917046989776,423.0912170410156,1114338
2021-06-18,425.5367963923964,427.9824101647665,420.64556884765625,420.64556884765625,1948558
2021-06-21,417.38479104104107,418.19999571104313,405.15672099101056,407.1947326660156,1831971
2021-06-22,400.26545705932364,409.23270762480746,392.92861568756416,397.004638671875,2528890
2021-06-23,398.63507477311066,403.52630268443716,392.1134375580086,394.5590515136719,4544470
2021-06-24,399.4502713072534,419.0151825549556,399.4502713072534,415.7543640136719,4244605
2021-06-25,415.75434658822695,415.75434658822695,404.34148217207957,404.74908447265625,1709584
2021-06-28,406.3794956130675,412.49353015087695,401.8958702853406,405.9718933105469,957746
2021-06-29,409.2327155990753,416.56955711379976,408.4175109863281,408.4175109863281,1681691
2021-06-30,410.0479050438003,416.5695417045367,407.60229129602413,411.6783142089844,1415990
2021-07-01,419.01518083756343,419.01518083756343,401.0806789340101,401.48828125,2394975
2021-07-02,398.63504088751165,414.12392795676055,398.63504088751165,411.6783142089844,1720914
2021-07-05,414.93913312974223,425.5367927185176,414.1239285459903,424.7215881347656,2204851
2021-07-06,427.1672055739765,427.1672055739765,419.83036425686623,420.64556884765625,981947
2021-07-07,421.4607623302686,429.61280802331055,417.38473948374764,426.35198974609375,2166616
2021-07-08,425.5367966280639,432.0584333579959,421.4607736718564,427.1672058105469,2080763
2021-07-09,423.90637562575847,427.1671938998028,414.1239208036256,419.8303527832031,1493396
2021-07-12,421.46078872680664,427.16722106933594,421.46078872680664,423.9064025878906,1118344
2021-07-13,423.90642538838,432.05847203046426,421.4608113957547,425.5368347167969,2533788
2021-07-14,421.4607697997578,427.1672018860215,421.4607697997578,424.7215881347656,1049865
2021-07-15,426.35197936557927,440.21045670633424,425.53677481612306,438.5800476074219,2818278
2021-07-16,433.68889899297596,444.2865600585938,431.2432849009103,444.28656005859375,1706826
2021-07-19,439.3953491210938,460.5906720842634,436.1345302036831,456.5146484375,3764694
2021-07-20,453.25373818217844,460.5905792678612,446.73210166157156,449.992919921875,2187209
2021-07-21,456.5145986654218,477.70991931774495,454.8841893844738,463.8514404296875,3150720
2021-07-22,464.66664507016145,473.6338961153751,458.9602125868437,463.8514404296875,3022712
2021-07-23,470.37312883649554,470.37312883649554,454.88423897879466,456.5146484375,3277951
2021-07-26,479.34030490451386,479.34030490451386,458.96018990007025,462.22100830078125,4301585
2021-07-27,476.89475751817713,506.2421272116034,475.26434809076454,499.7204895019531,8101755
2021-07-28,486.6771622353965,488.3075714891164,468.7426604444774,478.5251159667969,4767127
2021-07-29,487.49241248434896,493.1988454064065,466.29709020242075,488.3076171875,4402332
2021-07-30,484.2315290801379,491.56837042983693,478.5250969192609,479.3403015136719,3049419
2021-08-02,484.2315521757481,487.49237070891814,473.6338919429455,480.9707336425781,1584859
2021-08-03,494.8292045593262,496.4596138000488,474.44908905029297,489.1227722167969,3191254
2021-08-04,489.12276461274917,495.64440147425245,482.6011277512458,490.753173828125,1763130
2021-08-05,496.4596061831615,499.720424614578,489.9379693203285,497.2748107910156,1798821
2021-08-06,500.5356407861409,506.2420731729536,486.67716213245296,491.5683898925781,2367297
2021-08-09,485.04674136842067,487.49235519044635,476.89469529500184,477.70989990234375,1550607
2021-08-10,480.9707028103858,484.231521134524,468.7426340948675,474.4490661621094,1991908
2021-08-11,472.81868373945383,472.81868373945383,453.2537726881661,458.960205078125,2233099
2021-08-12,453.2537726881661,467.1122513494949,453.2537726881661,458.960205078125,1739414
2021-08-13,456.51462681619,458.9602408884196,441.8409423828125,441.8409423828125,2180750
2021-08-16,438.5801271771073,449.1777882427251,432.0584895982655,444.28656005859375,1673150
2021-08-17,444.2865600585938,444.2865600585938,444.2865600585938,444.28656005859375,0
2021-08-18,415.7543457917423,449.99293897459165,415.7543457917423,449.177734375,2431423
2021-08-19,437.7649088699075,441.84093222996256,421.4608154296875,421.4608154296875,3032434
2021-08-20,432.05842996664774,445.91690790897417,425.5367932879059,437.7648620605469,2552175
2021-08-23,442.65607883619225,454.0689427472543,440.21046514096463,449.992919921875,1603424
2021-08-24,453.2537766335227,454.88418590198864,446.73213955965906,448.362548828125,1928806
2021-08-25,455.6993905362216,456.5145951704545,447.54734419389206,448.362548828125,1265365
2021-08-26,449.17778459950125,449.17778459950125,436.9497142383533,441.8409423828125,1800439
2021-08-27,436.13448701081455,442.65612419976134,433.6888730649595,440.21051025390625,1537422
2021-08-30,444.2865332721794,454.8841936988552,441.8409193275619,446.7321472167969,1459895
2021-08-31,446.73212441124207,453.25376126396094,442.6561013782928,451.62335205078125,1590381
2021-09-01,459.7754170700417,476.0795098739439,454.06898458867596,470.3730773925781,2885272
2021-09-02,464.66664128926953,472.8186876276778,461.40582275390625,461.40582275390625,1857591
2021-09-03,464.66662975750137,467.92744821194003,454.8841743941856,460.5906066894531,1269833
2021-09-06,468.74265276979077,468.74265276979077,450.8081512725118,454.0689697265625,1629320
2021-09-07,458.9601933964879,458.9601933964879,440.21048744956215,445.1017150878906,1827748
2021-09-08,448.44831705729166,452.6316035970052,435.0618001302083,439.2450866699219,1547418
2021-09-09,433.3884855143229,446.77500244140623,431.71517089843746,439.2450866699219,1409361
2021-09-10,437.5718005871196,450.9583183871079,437.5718005871196,449.2850036621094,2199352
2021-09-13,449.2849964613325,452.63162585769254,445.10170971588246,446.7750244140625,1174271
2021-09-14,448.4483372592746,450.9583092961735,439.24510645731186,442.59173583984375,1314141
2021-09-15,440.0817655050547,445.9383669471372,431.71519201636545,432.5518493652344,1716038
2021-09-16,430.87854716768595,439.24512089909734,429.20523242140365,433.3885192871094,1312838
2021-09-17,434.22516055507515,443.4283913182848,429.2052165024153,438.408447265625,2489748
2021-09-22,421.67531196024186,422.5119693252423,401.5955352002303,408.7071228027344,4401051
2021-09-23,412.0537355793951,432.5518401919741,412.0537355793951,425.85858154296875,2700791
2021-09-24,426.69525687150133,442.5917468333808,420.83865530659835,425.0219421386719,3329182
2021-09-27,426.69522826434576,433.3884867469237,420.00196978176774,429.2052001953125,1870592
2021-09-28,425.02195855250875,428.3685881474104,419.16535676143087,420.00201416015625,1012024
2021-09-29,409.1254506052276,411.2170940132298,399.0855622468171,406.615478515625,3573577
2021-09-30,406.6154758056887,416.2370354183747,403.6871750540016,414.563720703125,1990285
